,global_sentiment_score,global_sentiment_category,market_relevance_score,Banks_sentiment_score,Banks_relevance_score,Oil & Gas_sentiment_score,Oil & Gas_relevance_score,Technology_sentiment_score,Technology_relevance_score,Healthcare_sentiment_score,Healthcare_relevance_score,Utilities_sentiment_score,Utilities_relevance_score,key_points,keywords
0,0.4,Negative,1.0,0.5,1.0,0.3,1.0,0.4,0.5,0.4,0.5,0.4,0.5,HICP inflation expectations for 2024 revised down to 2.4% | GDP growth expectations for 2024 revised down to 0.6% | Unemployment rate expected to increase to 6.7% in 2024 | Longer-term inflation expectations for 2028 revised down to 2.0% | High levels of uncertainty surrounding inflation and GDP growth outlook,HICP inflation | GDP growth | unemployment | economic activity | forecasts
0,0.4,Negative,1.0,0.5,1.0,0.3,1.0,0.4,0.5,0.4,0.5,0.4,0.5,"Headline HICP inflation expectations revised down from 2.4% in 2024 to 2.0% in 2025 and 2026. | Core HICP inflation also revised down for 2024 and 2025. | Real GDP growth expectations revised down to 0.6% in 2024 and 1.3% in 2025. | Unemployment rate expected to increase to 6.7% in 2024, gradually declining thereafter. | Expectations for a slight contraction in real GDP in Q4 2023 followed by slow recovery in 2024.",HICP inflation | GDP growth | unemployment rate | economic activity | forecasters
0,0.6,Positive,1.0,0.5,1.0,0.4,0.5,0.6,0.5,0.3,0.0,0.4,0.5,"ECB keeps interest rates unchanged to combat inflation. | Inflation is expected to ease further as past energy shocks fade. | The euro area economy showed signs of stagnation in Q4 2023. | Geopolitical risks, particularly in the Middle East, pose threats to growth and inflation. | The ECB remains data-dependent in its approach to monetary policy.",ECB | interest rates | inflation | economic growth | geopolitical risks
0,0.6,Positive,1.0,0.7,1.0,0.2,0.5,0.5,0.5,0.4,0.5,0.3,0.5,ECB keeps key interest rates unchanged. | Medium-term inflation outlook remains stable. | Tight financing conditions are reducing demand and inflation. | Future decisions will maintain restrictive policy rates as needed. | PEPP portfolio to be reduced by 7.5 billion per month on average in the second half of 2024.,interest rates | inflation | monetary policy | financing conditions | PEPP
0,0.6,Positive,1.0,0.5,1.0,0.4,0.5,0.5,0.5,0.3,0.0,0.4,0.5,"ECB keeps key interest rates unchanged at 4.50%, 4.75%, and 4.00%. | Inflation outlook remains stable with a target of 2% medium-term. | Tight financing conditions are dampening demand and helping to reduce inflation. | The ECB will continue a data-dependent approach to monetary policy. | Risks to economic growth are tilted to the downside due to geopolitical tensions.",monetary policy | interest rates | inflation | economic growth | financing conditions
0,0.6,Positive,1.0,0.7,1.0,0.3,0.5,0.5,0.5,0.4,0.0,0.4,0.0,Governing council decided on monetary policy. | Focus on returning inflation to the 2% goal. | Presentation by President Christine Lagarde. | Press conference held on 25 January 2024.,monetary policy | inflation | Christine Lagarde | governing council | press conference
0,0.6,Positive,1.0,0.7,1.0,0.4,0.5,0.5,0.5,0.5,0.5,0.5,0.5,"Financial conditions have eased sharply in late 2023 but tightened slightly thereafter. | Market expectations for interest rate cuts have shifted, with a first cut now fully priced in for June 2024. | Inflation in the euro area is expected to continue its downward trajectory, with a current rate of 2.9%. | Geopolitical tensions, particularly in the Middle East, pose risks to trade and inflation. | The euro area economy is likely to have stagnated in the final quarter of 2023, but some indicators suggest a potential recovery.",monetary policy | inflation | financial conditions | interest rates | geopolitical risks
0,0.6,Positive,1.0,0.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Net position of the Eurosystem in foreign currency increased by EUR 1.4 billion. | Net lending to credit institutions rose by EUR 62.8 billion. | Base money decreased by EUR 41.8 billion. | Details of monetary policy securities portfolios provided. | Changes in asset purchase programmes noted.,Eurosystem | foreign currency | net lending | base money | monetary policy
0,0.4,Negative,1.0,0.5,1.0,0.3,0.5,0.4,0.5,0.4,0.5,0.4,0.5,Euro area banks tightened credit standards for loans to enterprises in Q4 2023. | Weak demand and risk perceptions are dampening loan growth. | Expectations for further tightening in credit standards for Q1 2024. | Net demand for loans decreased significantly across all sectors. | Banks expect a slight increase in demand for loans to firms in Q1 2024.,credit standards | loan demand | economic outlook | risk perceptions | bank lending survey
0,0.6,Positive,1.0,0.7,1.0,0.4,0.5,0.5,0.5,0.3,0.0,0.4,0.5,Credit standards for loans to enterprises have tightened somewhat. | Demand for loans from small and medium-sized enterprises has decreased. | Banks expect credit standards to remain basically unchanged in the next three months. | Competition from other banks and non-banks is affecting credit standards. | The overall economic outlook is impacting banks' perception of risk.,credit standards | loan demand | economic outlook | banking sector | competition
0,0.4,Negative,1.0,0.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Credit standards for loans to enterprises tightened further in Q4 2023. | There was a substantial cumulative tightening since 2022 affecting loan growth. | Demand for loans from firms and households decreased in Q4 2023. | Banks expect further tightening of credit standards in Q1 2024. | Access to funding improved for some categories, but tightened for short-term retail funding.",bank lending survey | credit standards | loan demand | euro area | tightening
0,0.6,Positive,1.0,0.7,1.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,"ECB keeps key interest rates unchanged. | Inflation expected to decline gradually, approaching 2% target by 2025. | Economic growth projected to improve from 2024 onwards. | Tighter financing conditions are dampening demand and helping to reduce inflation. | The ECB is committed to ensuring inflation returns to target and will adjust policies as necessary.",ECB | interest rates | inflation | economic growth | monetary policy
0,0.6,Positive,1.0,0.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Net position of the Eurosystem in foreign currency increased by EUR 0.3 billion. | Net lending to credit institutions decreased by EUR 28.5 billion. | Base money rose by EUR 15.7 billion. | Finalization of the revaluation of the Eurosystem's assets and liabilities for 2023. | Details on monetary policy securities portfolios provided.,Eurosystem | foreign currency | net lending | base money | monetary policy
0,0.6,Positive,1.0,0.7,1.0,0.4,0.5,0.5,0.5,0.3,0.0,0.4,0.5,"Household gross disposable income has shown a steady increase. | Consumption expenditure is rising, indicating consumer confidence. | Gross saving rates have fluctuated but remain significant. | Financial investments have decreased, particularly in currency and deposits. | Non-financial corporations are experiencing growth in gross value added.",households | gross disposable income | consumption expenditure | financial investment | non-financial corporations
0,0.6,Positive,1.0,0.7,1.0,0.2,0.5,0.5,0.5,0.4,0.0,0.3,0.0,"Households' gross disposable income shows positive growth trends. | Non-financial investment by households is increasing, indicating economic confidence. | Net worth of households is growing, reflecting improved financial health. | Non-financial corporations are experiencing growth in net entrepreneurial income. | Investment trends in non-financial corporations suggest a recovery in economic activity.",households | gross disposable income | non-financial investment | net worth | entrepreneurial income
0,0.5,Neutral,1.0,0.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Net position of the Eurosystem in foreign currency decreased by EUR 0.5 billion. | Net lending to credit institutions fell by EUR 212 billion. | Claims on non-euro area residents denominated in euro decreased by EUR 4.8 billion. | Base money increased by EUR 164.9 billion. | Details on monetary policy securities portfolios provided.,Eurosystem | foreign currency | net lending | base money | monetary policy
0,0.4,Negative,1.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Increase of EUR 35.8 billion in gold and gold receivables due to quarterly revaluation adjustments. | Net position of the Eurosystem in foreign currency decreased by EUR 4.6 billion. | Claims on non-euro area residents in euro rose by EUR 5.2 billion. | Base money liability fell by EUR 138.1 billion. | Quarter-end revaluation of assets and liabilities impacted the balance sheet significantly.,Eurosystem | gold | revaluation | foreign currency | monetary policy
0,0.4,Negative,1.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"M3 money supply decreased by 1.2% in November 2023. | Private sector loans showed a slight increase, but overall credit growth remains weak. | Deposits from households have seen a decline, indicating reduced consumer confidence. | The annual growth rate of M2 and M1 components is negative, reflecting tightening liquidity. | Overall monetary developments suggest a cautious outlook for the Euro area economy.",M3 | money supply | credit growth | deposits | Euro area
0,0.5,Neutral,1.0,0.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Net position of the Eurosystem in foreign currency increased by EUR 0.5 billion. | Net balance of open market operations decreased by EUR 9.9 billion. | Base money liability fell by EUR 67.1 billion. | Detailed breakdown of securities held for monetary policy provided. | Changes in monetary policy securities portfolios reported.,Eurosystem | foreign currency | open market operations | base money | monetary policy
0,0.5,Neutral,1.0,0.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Net position of the Eurosystem in foreign currency decreased by EUR 0.1 billion. | Net balance of open market operations increased by EUR 33.3 billion. | Base money liability fell by EUR 4.9 billion. | Public sector purchase programme saw a decrease of EUR 4.7 billion. | Pandemic emergency purchase programme increased by EUR 2.7 billion.,Eurosystem | foreign currency | open market operations | base money | monetary policy
0,0.6,Positive,1.0,0.7,1.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,"The ECB is amending regulations to enhance the collection of statistical information on investment funds. | The regulation aims to improve the quality and frequency of data collected from investment funds. | Investment funds will be required to report detailed financial information to the ECB. | The regulation will come into effect on June 1, 2025, allowing time for national central banks to prepare. | The new requirements will help the ECB in defining and implementing monetary policy.",ECB | investment funds | statistical information | regulation | monetary policy
0,0.8,Positive,1.0,0.7,1.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,The ECB is updating regulations for investment fund statistics to enhance monetary policy and financial stability. | Total assets of euro area investment funds have increased significantly from 8 trillion in 2013 to approximately 17 trillion in 2023. | The new regulation will require more frequent reporting (monthly instead of quarterly) to improve data usability. | The recast regulation aims to balance data availability and reporting burden for investment funds. | Implementation of the new reporting requirements is scheduled to begin in June 2025.,investment funds | ECB regulations | monetary policy | financial stability | reporting requirements
0,0.8,Positive,1.0,0.7,1.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,ECB has been collecting investment fund statistics since 2008. | New reporting requirements proposed to enhance data integration. | User consultation identified needs for more frequent and detailed data. | Cost assessment revealed significant differences across countries. | Draft recast regulation is open for public consultation until February 2024.,investment funds | statistics | ECB regulation | data integration | public consultation
0,0.6,Positive,1.0,0.5,1.0,0.3,0.5,0.4,0.5,0.4,0.5,0.5,0.5,"Euro area GDP growth projected to be 0.6% in 2023, improving to 1.5% by 2025. | Unemployment rate expected to decrease slightly from 6.5% in 2023 to 6.4% in 2026. | Inflation (HICP) is projected to decline from 5.4% in 2023 to 1.9% in 2026. | Individual country projections show varied growth rates, with Greece and Croatia showing strong growth. | Germany's GDP is projected to be stagnant in 2023, with a slight recovery in subsequent years.",GDP growth | unemployment rate | inflation | macroeconomic projections | euro area
0,0.5,Neutral,1.0,0.7,1.0,0.4,0.5,0.5,0.5,0.3,0.0,0.4,0.5,"ECB keeps interest rates unchanged amid fluctuating inflation. | Inflation expected to gradually decline, approaching 2% target by 2025. | Economic growth projected to remain subdued in the near term. | Tighter financing conditions are dampening demand and pushing down inflation. | Risks to economic growth remain tilted to the downside due to geopolitical tensions.",ECB | interest rates | inflation | economic growth | geopolitical risks
0,0.6,Positive,1.0,0.7,1.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,"ECB keeps key interest rates unchanged. | Inflation expected to decline gradually, approaching 2% target by 2025. | Economic growth projected to improve from 2024 onwards. | Tighter financing conditions are dampening demand and helping to reduce inflation. | The ECB is committed to ensuring inflation returns to its target.",ECB | interest rates | inflation | economic growth | monetary policy
0,0.5,Neutral,1.0,0.6,1.0,0.4,0.5,0.5,0.5,0.5,0.5,0.5,0.5,"ECB keeps key interest rates unchanged. | Inflation expected to decline gradually, approaching 2% target by 2025. | Economic growth projected to remain subdued in the near term. | Tighter financing conditions are dampening demand and helping to reduce inflation. | Future monetary policy decisions will be data-dependent.",monetary policy | interest rates | inflation | economic growth | financial stability
0,0.8,Positive,1.0,0.7,1.0,0.2,0.5,0.6,0.5,0.4,0.0,0.5,0.5,"Financial markets have turned bullish due to expectations of quick disinflation and monetary policy reversal. | Equity markets have soared, and credit spreads have narrowed, indicating improved risk appetite. | Inflation in the euro area has fallen significantly, with expectations of it approaching the ECB's target. | Market participants are pricing in earlier rate cuts by the ECB, with a 25 basis point cut fully priced in for April 2024. | Geopolitical tensions have diminished, contributing to lower oil prices and improved market sentiment.",disinflation | monetary policy | inflation expectations | financial markets | euro area
0,0.6,Positive,1.0,0.5,1.0,0.0,0.0,0.4,0.5,0.0,0.0,0.0,0.0,"Total assets of euro area pension funds reached €3,229 billion in Q3 2023. | Technical reserves account for a significant portion of liabilities, totaling €2,540 billion. | Investment fund shares remain a major asset class, with €1,282 billion in Q3 2023. | Defined benefit schemes show a decrease in net worth, indicating potential future liabilities. | Loans and debt securities show fluctuations in transactions, impacting overall asset management.",pension funds | assets | liabilities | technical reserves | investment funds
0,0.5,Neutral,1.0,0.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Net position of the Eurosystem in foreign currency decreased by EUR 0.2 billion. | Net balance of open market operations fell by EUR 9.6 billion. | Base money increased by EUR 14.8 billion. | Public sector purchase programme saw a decrease of EUR 0.2 billion. | Pandemic emergency purchase programme increased by EUR 2.2 billion.,Eurosystem | foreign currency | open market operations | base money | monetary policy
0,0.8,Positive,1.0,0.7,1.0,0.0,0.0,0.6,1.0,0.0,0.0,0.5,0.5,Cash is the most frequently used payment method in Europe at points of sale. | A well-functioning cash cycle infrastructure is essential for access to cash. | Environmental sustainability is a key focus in the production and circulation of euro banknotes. | The environmental impact of cash payments is very low compared to other everyday products. | The Eurosystem is committed to reducing the environmental footprint of euro banknotes.,cash payments | environmental impact | Eurosystem | banknotes | sustainability
0,0.8,Positive,1.0,0.7,1.0,0.0,0.0,0.6,0.5,0.0,0.0,0.0,0.0,The ECB published an environmental footprint study of euro banknotes. | The average environmental footprint for euro banknotes was 101 micropoints per euro area citizen in 2019. | The study measures the full life cycle impact of euro banknotes from production to disposal. | Improvements in ATM energy efficiency contributed to a 35% decrease in their environmental footprint since 2004. | The ECB is committed to reducing the environmental impact of euro banknotes and exploring sustainable practices.,environmental footprint | euro banknotes | sustainability | energy efficiency | climate change
0,0.5,Neutral,1.0,0.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Net position of the Eurosystem in foreign currency decreased by EUR 0.2 billion. | Net balance of open market operations fell by EUR 8.6 billion. | Base money increased by EUR 18.4 billion. | Detailed breakdown of securities held for monetary policy provided. | Changes in monetary policy securities portfolios reported.,Eurosystem | foreign currency | open market operations | base money | monetary policy
0,0.5,Neutral,1.0,0.6,1.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,"Total assets of euro area insurance corporations increased slightly in Q3 2023. | Debt securities issued by euro area residents showed a decline in growth rates. | Equity and investment fund shares experienced mixed performance. | Insurance technical reserves continue to grow, indicating stability in the sector. | Loans and liabilities have shown fluctuations, reflecting market conditions.",assets | liabilities | insurance corporations | debt securities | investment funds
0,0.5,Neutral,1.0,0.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Net position of the Eurosystem in foreign currency decreased by EUR 0.8 billion. | Net balance of open market operations increased by EUR 14.9 billion. | Base money decreased by EUR 21.1 billion. | Details of monetary policy securities portfolios provided. | Discontinuation of reinvestments under the asset purchase programme noted.,Eurosystem | foreign currency | open market operations | base money | monetary policy
0,0.4,Negative,1.0,0.3,1.0,0.2,0.0,0.5,0.5,0.4,0.5,0.3,0.5,"Euro area firms reported an increase in turnover, but the net percentage declined compared to the previous survey. | A significant proportion of firms reported a deterioration in profits due to rising labor and non-labor costs. | The financial vulnerability of firms increased, nearing levels seen during the COVID-19 pandemic. | Expectations for selling prices and wages have decreased compared to previous rounds. | Access to finance is less of a concern compared to labor availability and production costs.",turnover | profits | financial vulnerability | access to finance | costs
0,0.6,Positive,1.0,0.7,1.0,0.2,0.0,0.5,0.5,0.4,0.0,0.3,0.0,"The survey aims to assess financing needs and availability among enterprises in Europe. | Responses will inform policy decisions by the European Commission and the ECB. | The survey includes both online and telephone participation options. | It targets small, medium-sized, and large non-financial enterprises. | The results will be used for evidence-based policymaking to improve access to finance.",access to finance | European Commission | European Central Bank | survey | enterprises
0,0.4,Negative,1.0,0.3,1.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,Firms reported an increase in turnover but lower than previous survey. | Deterioration in profits due to rising labor and material costs. | Increasing interest expenses are negatively impacting profitability. | Expectations for selling prices and wages have decreased. | Widespread increase in bank interest rates affecting financing conditions.,turnover | profits | interest expenses | bank loans | financing conditions
0,0.4,Negative,1.0,0.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"M3 annual growth rate shows a decline, indicating potential economic slowdown. | Private sector loans have mixed performance, with some sectors showing negative growth. | Deposits from households and non-financial corporations are decreasing. | Credit to the general government is also declining. | Overall monetary developments suggest tightening financial conditions.",M3 | monetary developments | private sector loans | deposits | economic slowdown
0,0.3,Negative,1.0,0.4,1.0,0.2,0.5,0.5,0.5,0.3,0.5,0.4,0.5,"Euro area economy contracted by 0.1% in Q3 2023. | Weak foreign demand and high interest rates are impacting investment and consumer spending. | Manufacturing output continues to decline, while services sector is weakening. | Inflation is declining, but domestic price pressures remain strong. | The ECB is committed to decarbonising its corporate bond purchases.",GDP growth | PMI | inflation | monetary policy | climate change
0,0.6,Positive,1.0,0.5,1.0,0.2,0.5,0.7,0.5,0.4,0.0,0.3,0.0,"Headline inflation in the euro area has declined to 2.9% in October 2023. | Core inflation remains high at 4.2%, indicating persistent inflationary pressures. | The ECB has maintained interest rates unchanged after ten consecutive hikes, reflecting a cautious approach. | Climate change considerations are increasingly integrated into monetary policy discussions. | The ECB emphasizes the importance of fiscal policy in conjunction with monetary policy for effective economic management.",inflation | monetary policy | interest rates | climate change | economic stability
0,0.6,Positive,1.0,0.7,1.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,ECB keeps key interest rates unchanged. | Inflation is expected to remain high for an extended period. | Past interest rate increases are affecting financing conditions. | The ECB is committed to returning inflation to the 2% target. | Future decisions will be data-dependent and focused on inflation outlook.,ECB | interest rates | inflation | monetary policy | economic data
0,0.4,Negative,1.0,0.5,1.0,0.3,0.5,0.6,0.5,0.4,0.5,0.4,0.5,"Turbulence in financial markets has abated but risks to financial stability remain elevated. | Tight financial and credit conditions are impacting debt servicing capacity of borrowers. | Real estate markets are undergoing corrections, posing risks for banks and non-bank financial intermediaries. | Higher interest rates are challenging borrowers with variable-rate loans. | Geopolitical tensions could trigger market volatility and affect economic growth.",financial stability | interest rates | real estate | geopolitical risks | debt servicing
0,0.3,Negative,1.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Euro area financial stability outlook remains fragile. | High inflation and weak growth are straining debt servicing capabilities. | Investment funds and non-bank financial institutions are vulnerable to liquidity and credit risks. | Euro area real estate markets are experiencing a downturn due to rising mortgage costs. | Banks are resilient but face challenges from increasing funding costs and declining asset quality.,financial stability | high inflation | geopolitical tensions | debt servicing | real estate downturn
0,0.5,Neutral,1.0,0.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Net position of the Eurosystem in foreign currency increased by EUR 1 billion. | Net balance of open market operations decreased by EUR 2.9 billion. | Base money rose by EUR 8.7 billion. | Details of monetary policy securities portfolios provided. | Discontinuation of reinvestments under the asset purchase programme noted.,Eurosystem | foreign currency | open market operations | base money | monetary policy
0,0.5,Neutral,1.0,0.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Total assets of Euro area financial vehicle corporations amount to €2,302 billion. | Deposits and loan claims show a slight decrease of 3% in Q3 2023. | Securitized loans have a significant amount of €1,320 billion. | Debt securities issued increased by 48% in Q2 2023. | Loans and deposits received decreased by 3% in Q3 2023.",assets | liabilities | financial vehicle corporations | deposits | securitized loans
0,0.4,Negative,1.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Investment funds in the euro area saw a decline in assets and liabilities. | Annual growth rates for various asset classes showed negative trends. | Debt securities issued by euro area residents increased slightly. | Equity funds experienced a significant decrease in outstanding amounts. | Money market funds showed a positive growth rate despite overall negative trends.,investment funds | euro area | assets | liabilities | annual growth
0,0.5,Neutral,1.0,0.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Net position of the Eurosystem in foreign currency assets remains unchanged at EUR 319.8 billion. | Net balance of open market operations decreased by EUR 12.9 billion to EUR 3,058.2 billion. | Base money fell by EUR 3.7 billion to EUR 5,265.8 billion. | Details of monetary policy securities portfolios are provided. | Weekly changes in various purchase programmes are reported.",Eurosystem | foreign currency assets | open market operations | base money | monetary policy
0,0.6,Positive,1.0,0.7,1.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,"Total payment transactions involving non-MFIs increased from 60.63 billion in H1 2022 to 65.94 billion in H2 2022. | Card payments saw a significant rise, with transactions increasing from 31.54 billion to 35.79 billion. | Credit transfers and direct debits also showed growth, indicating a positive trend in non-cash payment methods. | E-money payments increased, reflecting a growing acceptance of digital payment solutions. | The relative importance of card payments remains high across various Euro area countries.",non-cash payments | Euro area | transactions | card payments | e-money
0,0.4,Negative,1.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Net position of the Eurosystem in foreign currency increased by EUR 0.4 billion. | Net balance of open market operations decreased by EUR 18.6 billion. | Base money liabilities fell by EUR 16.5 billion. | Public sector purchase programme saw a decrease of EUR 8.1 billion. | Pandemic emergency purchase programme had a weekly change of EUR 2.8 billion in purchases.,Eurosystem | foreign currency | open market operations | base money | monetary policy
0,0.6,Positive,1.0,0.7,1.0,0.4,0.5,0.5,0.5,0.3,0.0,0.4,0.5,"Inflation is declining due to base effects from energy and food prices. | Base effects from energy are expected to reverse, potentially increasing inflation. | Unit labor costs are rising as wage growth remains high. | Firms are raising prices above cost increases due to resilient demand. | There is uncertainty regarding the calibration and transmission of monetary policy.",inflation | energy prices | wage growth | monetary policy | economic projections
0,0.5,Neutral,1.0,0.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Net position of the Eurosystem in foreign currency assets increased by EUR 0.3 billion. | Net balance of open market operations decreased by EUR 54.5 billion. | Base money decreased by EUR 15.5 billion. | Securities markets programme reported a value of EUR 2.4 billion. | Pandemic emergency purchase programme saw a weekly change of EUR 5.9 billion in purchases.,Eurosystem | foreign currency assets | open market operations | base money | monetary policy
0,0.6,Positive,1.0,0.5,1.0,0.3,0.5,0.7,1.0,0.4,0.5,0.5,0.5,"Net disposable income in the euro area has shown a steady increase. | Consumption expenditure is rising, indicating consumer confidence. | Household savings have decreased, suggesting increased spending. | Investment in non-financial corporations is on the rise. | General government net borrowing remains a concern.",net disposable income | consumption expenditure | household savings | investment | general government
0,0.6,Positive,1.0,0.5,1.0,0.0,0.0,0.4,0.5,0.0,0.0,0.0,0.0,"Growth of euro area net disposable income shows positive trends. | Households and non-financial corporations are key contributors to economic growth. | Gross fixed capital formation is increasing, indicating investment confidence. | Households' gross disposable income has seen significant contributions from various income components. | Non-financial corporations are experiencing growth in net entrepreneurial income.",euro area | net disposable income | gross fixed capital formation | non-financial corporations | economic growth
0,0.4,Negative,1.0,0.5,1.0,0.3,1.0,0.4,0.5,0.4,0.5,0.4,0.5,HICP inflation expectations for 2023 were revised upward to 5.6% | GDP growth expectations were revised down for 2023 and 2024 | Unemployment expectations remain around 6.5-6.7% for 2023 to 2025 | Risks to the growth outlook remain tilted to the downside | Longer-term inflation expectations for 2028 remain unchanged at 2.1%,HICP inflation | GDP growth | unemployment | oil prices | monetary policy
0,0.4,Negative,1.0,0.5,1.0,0.3,1.0,0.4,0.5,0.4,0.5,0.4,0.5,Headline HICP inflation expected to decline from 5.6% in 2023 to 2.1% in 2025. | Short-term GDP growth expectations revised down slightly for 2023 and 2024. | Unemployment rate expectations revised down slightly across the forecast period. | Core HICP inflation revised downward for 2024 and 2025. | Economic activity expected to pick up in the first half of 2024.,HICP inflation | GDP growth | unemployment rate | forecasts | economic activity
0,0.4,Negative,1.0,0.3,1.0,0.2,0.5,0.5,0.5,0.4,0.0,0.4,0.0,"ECB decided to keep interest rates unchanged. | Inflation is expected to remain high for an extended period. | Weak economic conditions are affecting manufacturing and services sectors. | Geopolitical risks, including the war in Ukraine and conflicts in the Middle East, are impacting economic confidence. | The labor market is showing signs of weakness despite low unemployment rates.",ECB | interest rates | inflation | economic outlook | geopolitical risks
0,0.5,Neutral,1.0,0.4,1.0,0.3,0.5,0.5,0.5,0.4,0.5,0.5,0.5,"ECB keeps key interest rates unchanged at 4.50%, 4.75%, and 4.00%. | Inflation is expected to remain high for an extended period. | Recent inflation drop in September attributed to strong base effects. | Weak economic activity in the euro area, with manufacturing output declining. | Risks to economic growth are tilted to the downside due to geopolitical tensions.",monetary policy | interest rates | inflation | economic activity | geopolitical risks
0,0.6,Positive,1.0,0.7,1.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,ECB keeps key interest rates unchanged. | Inflation is expected to remain high for an extended period. | Past interest rate increases are affecting financing conditions. | The ECB is committed to returning inflation to the 2% target. | Future decisions will be data-dependent and focused on inflation outlook.,ECB | interest rates | inflation | monetary policy | economic data
0,0.6,Positive,1.0,0.7,1.0,0.3,0.5,0.5,0.5,0.4,0.0,0.4,0.0,"Governing council decided on monetary policy. | Focus on returning inflation to the 2% goal. | Presentation by President Christine Lagarde. | Press conference held on 26 October 2023. | Location of the press conference: Athens, Greece.",monetary policy | inflation | Christine Lagarde | press conference | Athens
0,0.4,Negative,1.0,0.5,1.0,0.3,1.0,0.4,0.5,0.4,0.5,0.5,0.5,"Geopolitical tensions in the Middle East are impacting market sentiment. | Long-term bond yields are rising, reflecting expectations of sustained high interest rates. | The euro has depreciated against the US dollar, complicating inflation control efforts. | Economic growth in the euro area remains weak, with risks tilted to the downside. | Inflation is expected to decline, but uncertainties remain regarding wage pressures and energy prices.",geopolitical tensions | bond yields | interest rates | euro depreciation | inflation
0,0.4,Negative,1.0,0.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"M3 money supply decreased by 0.4% in September 2023. | Private sector loans showed mixed results with a slight increase in loans to households. | Deposits placed by households decreased, indicating potential liquidity issues. | Credit to the private sector remains low, reflecting cautious lending behavior. | Overall monetary developments suggest a tightening financial environment.",M3 money supply | private sector loans | deposits | credit | monetary developments
0,0.4,Negative,1.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Net position of the Eurosystem in foreign currency decreased by EUR 1.3 billion. | Net balance of open market operations increased by EUR 15.2 billion. | Base money decreased by EUR 16.4 billion. | Public sector purchase programme saw a decrease of EUR 13.4 billion. | Pandemic emergency purchase programme had a weekly change of EUR 5.6 billion in purchases.,Eurosystem | foreign currency | open market operations | base money | monetary policy
0,0.4,Negative,1.0,0.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Euro area banks reported further tightening of credit standards for loans to enterprises and households. | Expectations for continued tightening in the fourth quarter of 2023. | Net demand for loans decreased substantially, driven by higher interest rates and lower fixed investment. | Access to funding deteriorated across all market segments, particularly in retail funding. | The impact of ECB's monetary policy and TLTRO III phase-out is negatively affecting banks' liquidity and profitability.",bank lending survey | credit standards | loan demand | ECB monetary policy | TLTRO III
0,0.5,Neutral,1.0,0.6,1.0,0.2,0.5,0.4,0.5,0.3,0.5,0.3,0.5,"Credit standards for loans to enterprises have remained largely unchanged. | There is a slight tightening in credit standards for small and medium-sized enterprises. | Demand for loans has decreased, particularly for small and medium-sized enterprises. | Competition from other banks remains a significant factor affecting credit standards. | Economic outlook and borrower creditworthiness are key considerations for banks.",credit standards | loans | enterprises | demand | economic outlook
